ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
3bd7492ea662c9b9ba1ac39b5833205f	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Hydnaceae	 Sistotrema	 Sistotrema_sp
38ac44efee90cac83a6385fc3d36e9a7	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Sebacinaceae	 Sebacina	 Sebacina_sp
677e8c52865a8cd96be4f4905da1636f	Fungi	 Basidiomycota	 Microbotryomycetes	 Sporidiobolales	 Sporidiobolaceae	 Rhodotorula	 Rhodotorula_mucilaginosa
69eb26596478952760879a10b282f511	Fungi	 Basidiomycota	 Agaricomycetes	 Boletales	 Suillaceae	 Suillus	 Suillus_sp
b4619ebab65ca13c945689af6e2294a7	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
b9853bf7d08b37f48ceb66eca42cc787	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Metapochonia	 Metapochonia_bulbillosa
b534da11a58b3aeacb6b94d98123873c	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 Chaetomiaceae	 Mycothermus	 Mycothermus_sp
7dd1f7fcce84494777de18f2661f26e8	Fungi	 Basidiomycota	 GS27	 GS27_ord_Incertae_sedis	 GS27_ord_Incertae_sedis_fam_Incertae_sedis	 GS27_ord_Incertae_sedis_gen_Incertae_sedis	 GS27_ord_Incertae_sedis_sp
e0135f5aad6bf640c56ebcd4b08af9cf	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Herpotrichiellaceae_gen_Incertae_sedis	 Herpotrichiellaceae_sp
313cb5ae3b97dc6a622baa8dadbb0a3d	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	
bce3fd64b61399bddb04894e34c8c40e	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
5a6ca68b26ba623d395cc08c794c28a6	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Herpotrichiellaceae_gen_Incertae_sedis	 Herpotrichiellaceae_sp
e5762d0d8ddb0ad7906f16ce96fd0e26	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Tylosporaceae	 Amphinema	 Amphinema_sp
a011873bb3b5e68f10ce45b9f88872c7	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
370850a7182bcac30d941eef1939a064	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Capronia	 Capronia_sp
a285181ea55873a699254b4ddcf02d25	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Phanerochaetaceae	 Phanerochaete	 Phanerochaete_sanguinea
2822a2947afd03524d3b4e3e4b60a19e	Fungi	 Ascomycota	 Lecanoromycetes	 Ostropales			
950079c36f030931ce95a4a38d4f1170	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Melanommataceae	 Herpotrichia	 Herpotrichia_sp
bafd20022c396cf8ee9be7fb86e895c0	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Phaeotremellaceae	 Phaeotremella	
361475f64f66cd06ddd7d0e04442043a	Fungi	 Ascomycota	 Dothideomycetes	 Mycosphaerellales	 Extremaceae	 Extremus	 Extremus_sp
a63b408e0b31e93200b0106c10ea17e4	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Myxotrichaceae	 Oidiodendron	 Oidiodendron_sp
b3aeede70a311fe0b4f83b1593dbad07	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella_sp
ef45d60a38e61659519c0f37aaaf6f72	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae	 Pezoloma	 Pezoloma_sp
b055eadd7ef9e987a41576e66b7d5c0f	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Pyronemataceae		
e8eaa7421b844f35280b58bc7c71eacf	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae	 Pezoloma	
7c04e03c429da13eedc9b7ecc945429b	Fungi	 Basidiomycota	 Agaricostilbomycetes	 Agaricostilbales	 Agaricostilbales_fam_Incertae_sedis	 Agaricostilbales_gen_Incertae_sedis	 Agaricostilbales_sp
cc16cd8c8bc44cd4771c65ac6b806070	Fungi	 Ascomycota	 Eurotiomycetes	 Sclerococcales	 Sclerococcaceae	 Sclerococcum	 Sclerococcum_sp
eab844ca6dafe16f486a2e15c5abd6a1	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae		
5e94d3edf2185aa808df4c39ee9e8aa1	Fungi	 Basidiomycota	 Microbotryomycetes	 Microbotryomycetes_ord_Incertae_sedis	 Chrysozymaceae	 Pseudohyphozyma	 Pseudohyphozyma_sp
add09d5c598a5083c1dc70348b0448e8	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Meliniomyces	 Meliniomyces_sp
2560f055c1091b0ddb47c54a57585e00	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
ea84fe0fe0b35fdb38a00cfbc4509408	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleraceae	 Fonsecazyma	 Fonsecazyma_sp
64272cb65e690f02e7fcc667c80a2891	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	 Cortinarius_suberi
43bd6732a856522d31f447b57d2c8dc9	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Mycenaceae	 Mycena	
2defdd26a3321b8e23d1142943c3eddd	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
b97b7608db0cb82483717b83b1358918	Fungi	 Chytridiomycota					
3cab1a3b1753e7cfc3d1d7347f19b102	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Atheliaceae	 Athelia	 Athelia_sp
7a5072ae141a746c22698a3352454448	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Meripilaceae	 Physisporinus	 Physisporinus_vitreus
834816469cc458c098caed83e66ae662	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Atheliaceae	 Athelia	 Athelia_sp
6f49ed6f41e687cf2b82ddc9c8f8ef64	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Hyaloscypha	 Hyaloscypha_sp
13ed17304d7710eccc76933f0c16397f	Fungi	 Ascomycota	 Dothideomycetes	 Mycosphaerellales	 Teratosphaeriaceae	 Monticola	
c16417b69279e2e51bd884eb66d6ef6d	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Mycenaceae	 Mycena	 Mycena_seynii
f1e2da7202cfa657678b18daba9ffc2a	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Pleosporales_fam_Incertae_sedis	 Pleosporales_gen_Incertae_sedis	 Pleosporales_sp
00f04209957185938b78762a22fa9976	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
b8ee3de7573893141722ab72f33280b4	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Dermateaceae	 Trimmatostroma	 Trimmatostroma_sp
08d5cbaaa19b2c956a854109b8c0099c	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella_sp
0078006b3254e5c41a35534f2e9c0496	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Dioszegia	 Dioszegia_patagonica
0b52be7c40c992facf8e2972fd074b09	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Chaetothyriales_fam_Incertae_sedis	 Chaetothyriales_gen_Incertae_sedis	 Chaetothyriales_sp
5bf49f043e93105298f0c66b39274561	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
ec5dea57e095ec40e50a3a0226efdef6	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
fd552e7031b48e7564c6d0ba9efb8044	Fungi	 Ascomycota	 Dothideomycetes				
35add8ea03eaa02b6f4c6b19ab868632	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Cistella	 Cistella_albidolutea
014cf8a11416283a7d9c7b0ec1168f2a	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
fd590e27d2d075e133a60d6d8315f3b2	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
b255ce25e4e9f5acec44dfb2a12bc68d	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Meliniomyces	 Meliniomyces_sp
afc5425f36d1affa20149b92b0e45bed	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
726514ab870c9d232556f20a4140e55a	Fungi	 Ascomycota	 Leotiomycetes	 Rhytismatales	 Rhytismataceae	 Colpoma	 Colpoma_sp
d5b38cff03349a658b180d2ea1823d34	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae	 Pezoloma	
92b6e617841535dfa0a07e82b96adc5a	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Pyronemataceae	 Pulvinula	 Pulvinula_sp
25d56655a93d5755da6bf5f53bd5b717	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Nectriaceae	 Fusarium	 Fusarium_equiseti
636c0f496393d106ee8df38516d78270	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae	 Pezoloma	 Pezoloma_sp
3b197aa212a50c4a2a2e8f2341f52dc8	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
9a2570e28caa147e944cadc053534cb1	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Lipomycetaceae	 Myxozyma	 Myxozyma_sp
968a2edfb43bf27411348a60e4118824	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Hypocreaceae	 Trichoderma	
60f281194b105263d5febf77a4d6a30c	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Chaetothyriales_fam_Incertae_sedis	 Chaetothyriales_gen_Incertae_sedis	 Chaetothyriales_sp
1ad8c70609fae4566613118488c57fa6	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Melanommataceae	 Gemmamyces	 Gemmamyces_sp
631075b68745c05cb08867e545bcf1a2	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Cantharellales_fam_Incertae_sedis	 Cantharellales_gen_Incertae_sedis	 Cantharellales_sp
b71d5f16c34f96d6578bac25fefe895b	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae		
ffd7f00ee4e2d91a988758c43aaf0551	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Hyaloscypha	 Hyaloscypha_sp
13075c41cb5c3fe8bc902b4338af890c	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
f9879c7ed5fb11ada2436a3bf46f234a	Fungi	 Basidiomycota	 Agaricomycetes	 Hymenochaetales	 Hymenochaetales_fam_Incertae_sedis	 Hymenochaetales_gen_Incertae_sedis	 Hymenochaetales_sp
68ee071c02a01700254c97ca7d2cec9a	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Tympanidaceae	 Tympanidaceae_gen_Incertae_sedis	 Tympanidaceae_sp
170e7135c626b11ed36f287c53f35804	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Gloeotinia	 Gloeotinia_sp
2b5892bf1c77bd98365e77cb077ba9c0	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Herpotrichiellaceae_gen_Incertae_sedis	 Herpotrichiellaceae_sp
c72788af3a033b59a350bd4c49a34b15	Fungi	 Ascomycota	 Sordariomycetes	 Coniochaetales	 Coniochaetaceae	 Coniochaeta	 Coniochaeta_sp
ad1eabc15adfa233825a5e51c0c51ba3	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Sorocybe	 Sorocybe_sp
77792b935efc3f1507297798f5b28fa8	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Chaetothyriales_fam_Incertae_sedis	 Chaetothyriales_gen_Incertae_sedis	 Chaetothyriales_sp
84b026ba47fb24380ca9124986f54d1e	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Mycoblastaceae	 Mycoblastus	 Mycoblastus_sanguinarius
4002ea344ce3ac6ca5c5bd932e25dc33	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	 Cortinarius_camphoratus
2420b7b4b6840a0b94f1a60b0f25caa2	Fungi	 Basidiomycota	 Agaricostilbomycetes	 Agaricostilbales	 Agaricostilbales_fam_Incertae_sedis	 Agaricostilbales_gen_Incertae_sedis	 Agaricostilbales_sp
06333627fc15635d431e6f29e8e7e89a	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Serendipitaceae	 Serendipita	 Serendipita_sp
4aaeacce4e4934809d27ff0e184620cb	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Helotiales_gen_Incertae_sedis	 Helotiales_sp
8fe165988425b62ab01e775fa31649d5	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
913578db6168b67548a1ffb33a1f86ce	Fungi	 Ascomycota	 Sordariomycetes	 Sordariales	 Chaetomiaceae	 Mycothermus	 Mycothermus_sp
f1fcf8976eb4068a6ac91945a0babc72	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Clavicipitaceae	 Gloeotinia	 Gloeotinia_sp
d5e7d816353f6f86950c1ce72ee00a06	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
1b47483f96f0c6803233e66118ff5c64	Fungi	 Basidiomycota	 Microbotryomycetes	 Kriegeriales	 Kriegeriaceae	 Phenoliferia	 Phenoliferia_psychrophenolica
76a517a04249fbf1d9f9c8a8dd8f1ef7	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
18e8d842df7738546189c1ccbf29dff1	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
465285a519c7a3e267b673527727dd3f	Fungi	 Basidiomycota	 GS27	 GS27_ord_Incertae_sedis	 GS27_ord_Incertae_sedis_fam_Incertae_sedis	 GS27_ord_Incertae_sedis_gen_Incertae_sedis	 GS27_ord_Incertae_sedis_sp
e248e945966feefa947c0769e5310802	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
35c979063fc1505db0ab755814f5fc1c	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Hyaloscypha	 Hyaloscypha_sp
62dc98dd86009f2c395528f9f32966ab	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Myxotrichaceae	 Oidiodendron	 Oidiodendron_hughesii
f7a65a38bffbb05f80b89bc8902b4de9	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae		
27075ba77cd6a91a8224965c2d92181f	Fungi	 Basidiomycota	 Agaricomycetes	 Russulales	 Russulaceae	 Lactarius	 Lactarius_pseudodeceptivus
6f7c00342e3acfac6c15780cbfc99ea3	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Leohumicola	 Leohumicola_sp
46926884cbbff3f0e3d09e8fb7a2d52f	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
f8e51ea9cf58f303be79fc793338f4b9	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales			
b79b05beaa039819a51cfdbbdc1d4907	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae		
152b5814085acf17271572fbd9d5550c	Fungi	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	 Umbelopsis_sp
d6858c55b83b6b64043b6d23c1cb458b	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Bryoscyphus	 Bryoscyphus_turbinatus
8d33a6a8b589a650b61359f5734fe274	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Tricholomataceae	 Hemimycena	 Hemimycena_lactea
fd249aadce66ea7437346135b8f61452	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae	 Pezoloma	 Pezoloma_sp
71729537b6eeff41d41fb0d323d45992	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae	 Phialocephala	 Phialocephala_helvetica
a3aa94be202bedec7b15df3a49d11771	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
ff6c0a9641460d695a53c622bb34eb8f	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Serendipitaceae	 Serendipita	 Serendipita_sp
59777f65497eea27047772964f4225fa	Fungi	 Basidiomycota	 Spiculogloeomycetes	 Spiculogloeomycetes_ord_Incertae_sedis	 Spiculogloeomycetes_fam_Incertae_sedis	 Spiculogloeomycetes_gen_Incertae_sedis	 Spiculogloeomycetes_sp
812db3532e63d3b6510766e29ee667f1	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Amanitaceae	 Amanita	 Amanita_betulae
3df2bc910bcfb0086b9265847fba04a3	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
1a6af7df5911a3b73e9850e3c12ea6d8	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella_sp
17ad482dcc60a178e9436fcddac178bd	Fungi	 Ascomycota	 Eurotiomycetes	 Verrucariales	 Verrucariaceae	 Verrucaria	 Verrucaria_kalenskyi
8df4d1cd11512aabb41f502ae68c08a1	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
66605a92d2496d216e270585d70e4c81	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
907a112b58cca967b195b06107e38b82	Fungi	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	
cd42611e9486325ed2a9fa67be54e691	Fungi	 Ascomycota	 Dothideomycetes	 Venturiales	 Sympoventuriaceae	 Sympoventuriaceae_gen_Incertae_sedis	 Sympoventuriaceae_sp
afaaa016c39a1ae81b5cf7bd665b6178	Fungi	 Ascomycota	 Leotiomycetes	 Leotiales	 Leotiales_fam_Incertae_sedis	 Leotiales_gen_Incertae_sedis	 Leotiales_sp
fb46ca3ac1fb99346cd90dc48b30456a	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
0b139cf254785a8349df8abe5f932d14	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Collophora	 Collophora_sp
6b38478bc791bb5170a8a7f935d3cdf0	Fungi	 Ascomycota	 Sordariomycetes	 Coniochaetales			
ecbdac309156d203c5666436aef1e031	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Helotiaceae_gen_Incertae_sedis	 Helotiaceae_sp
d1caee0cd83cf53e73d9a75e99576fbb	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
66ce376086e87722a6674248b61aece5	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Tremellales_fam_Incertae_sedis	 Tremellales_gen_Incertae_sedis	 Tremellales_sp
a7a4dafd06df10779a241fa45ce45337	Fungi	 Ascomycota	 Dothideomycetes	 Phaeothecales	 Phaeothecaceae	 Phaeotheca	 Phaeotheca_sp
6f979cdb3c9b85aa1f0157455b3bffad	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
1583c6aaf627d9ae6895a33f62257da7	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Pilodermataceae	 Piloderma	 Piloderma_sp
1d9a4a774f8db94454e6558a53429948	Fungi	 Ascomycota					
71b8c73f1a066376e62508ca09de45eb	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Hyaloscypha	
97939729df8d3816aaae661c4c380020	Fungi	 Ascomycota	 Leotiomycetes	 Leotiales	 Mniaeciaceae	 Epithamnolia	 Epithamnolia_sp
b66b0003c9669b21604d3bd85b297915	Fungi	 Ascomycota	 Ascomycota_cls_Incertae_sedis	 Ascomycota_ord_Incertae_sedis	 Ascomycota_fam_Incertae_sedis	 Ascomycota_gen_Incertae_sedis	 Ascomycota_sp
c0019fdd5e63915f7bbe096a71ca64a1	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
0e7ac7191fb06fd55a00a68279f6b244	Fungi	 Basidiomycota	 Agaricomycetes	 Trechisporales	 Hydnodontaceae	 Luellia	 Luellia_sp
f19b092e9a4999b90dcd45d00cad0c05	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
7cb3d79dd6d0d6d15af0e77de8d6a5fd	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leotiaceae	 Alatospora	 Alatospora_sp
190ead5481007eddd610529917285bf9	Fungi	 Mucoromycota	 Endogonomycetes	 Endogonomycetes_ord_Incertae_sedis	 Endogonomycetes_fam_Incertae_sedis	 Endogonomycetes_gen_Incertae_sedis	 Endogonomycetes_sp
6ff735a4bd82b0fdca67789692dce783	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Myxotrichaceae	 Oidiodendron	 Oidiodendron_sp
eac61405b54849f12a7a655af4679e91	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Penicillium	 Penicillium_sp
13c17543e9aee9ddfd405650ebaab97e	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Chaetothyriales_fam_Incertae_sedis	 Chaetothyriales_gen_Incertae_sedis	 Chaetothyriales_sp
3170fc8ed7b41d209d24306fc64d4281	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
8fefc918625584dc5c375fbe8be90729	Fungi	 Ascomycota	 Dothideomycetes	 Dothideales	 Dothideaceae	 Rhizosphaera	
509f4d4bbbf9bd6c762512cdc2335a15	Fungi	 Ascomycota	 Dothideomycetes	 Mytilinidiales	 Mytilinidiaceae	 Lophium	 Lophium_arboricola
9bc4fce2dab429265e376671310e24fe	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae	 Phialocephala	 Phialocephala_glacialis
56f74b0d316851a285bf0e9624e267b5	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricomycetes_ord_Incertae_sedis	 Agaricomycetes_fam_Incertae_sedis	 Agaricomycetes_gen_Incertae_sedis	 Agaricomycetes_sp
ca0843fe871978862494875cf8de6982	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella_sp
60c4b633ab66b51ad6a8509ab9d48abe	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Entolomataceae	 Clitopilus	 Clitopilus_caelatus
107ace973db09e2531aacda270b84a34	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
372f3c07088490fa862fdb7631b1cb14	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
02a58d3f3126a76651a0a14906e689bc	Fungi	 Ascomycota	 Dothideomycetes				
64eaf0234660b6ba7fdf46d057841874	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae		
533502592ecd4301bb5bc53773bc6961	Fungi	 Ascomycota					
f761cdd3e970a0eb53d6a8ebf16f069f	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Bulleribasidiaceae	 Vishniacozyma	 Vishniacozyma_victoriae
9d5410f66862ae17ad6b56bc180fe64e	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Sorocybe	 Sorocybe_sp
c5d9bc211f0f47ceee12f97d8c4128aa	Fungi	 Basidiomycota	 Tremellomycetes	 Filobasidiales	 Piskurozymaceae	 Solicoccozyma	 Solicoccozyma_sp
4f44ba10676f6f240f72eb7d2d5f39b3	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Lecanoraceae	 Lecanora	
0a9b20a9ca0526a2e283da812f7456d9	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Serendipitaceae	 Serendipita	 Serendipita_sp
f87f69e345e85ea96b051ebc3d7ea602	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Squamanitaceae	 Dissoderma	 Dissoderma_galerinicola
45e48d1b9b25f677dade7f1a2cc558cc	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	 Cortinarius_pholideus
2558a6b6e4263ef23d4d05b195ace571	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	 Cortinarius_sp
