ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
e302a75e2858dfa1d622ad998fcca607	Fungi	 Basidiomycota	 Agaricomycetes	 Polyporales	 Podoscyphaceae	 Hypochnicium	 Hypochnicium_albostramineum
6f69c0567106e618a7f68328dab03cb5	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae	 Phialocephala	 Phialocephala_helvetica
c7a268dc64b61c1be505227b27c384c6	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella_sp
8b5b3082def7fb77237fc416f319857b	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
53b3730dd8446326cff223b37b7e2b6a	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Inocybaceae	 Inocybe	 Inocybe_striipes
a83ddd6115b11a6d5ddad0a876e6d5a5	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Calycellina	 Calycellina_sp
f61cfedc839b42f92bd4f5cfe00e7d18	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
5aebcc3382ef92593485bace65c12cfb	Fungi	 Ascomycota	 Leotiomycetes	 Leotiomycetes_ord_Incertae_sedis	 Leotiomycetes_fam_Incertae_sedis	 Leotiomycetes_gen_Incertae_sedis	 Leotiomycetes_sp
b8f5fa2b591bfb3389b49b9381057a41	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
bb8587fe24c3989d5088992b63bbcaf3	Fungi	 Ascomycota	 Pezizomycotina_cls_Incertae_sedis	 Pezizomycotina_ord_Incertae_sedis	 Pezizomycotina_fam_Incertae_sedis	 Pezizomycotina_gen_Incertae_sedis	 Pezizomycotina_sp
50ad7e9792a2f6007cd8d3a1b0fb0e11	Fungi	 Ascomycota	 Leotiomycetes	 Rhytismatales	 Rhytismataceae	 Colpoma	 Colpoma_quercinum
80a2d7ebdddedb3370e69f63ef03f784	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Serendipitaceae	 Serendipita	 Serendipita_sp
ac96585446c26882e683498489c01243	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
0624eea75dbb8c3368ca260eac9cff6b	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Phaeotremellaceae	 Phaeotremella	
1f0904d9ca94d0ebc32dcb358aad9340	Fungi	 Ascomycota	 Sordariomycetes	 Hypocreales	 Hypocreaceae	 Trichoderma	 Trichoderma_pararogersonii
e995f0ddb2b6edc3b441f78f196f20a7	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
0e7ce617cc32b203e6d0eb18ab25ca9c	Fungi	 Ascomycota	 Dothideomycetes	 Mycosphaerellales	 Teratosphaeriaceae	 Oleoguttula	 Oleoguttula_mirabilis
a616df062777812972eb0c27ef1be298	Fungi	 Ascomycota	 Orbiliomycetes	 Orbiliales	 Orbiliaceae		
70eb9e018723cd5b89d388e7cd6754c3	Fungi	 Basidiomycota	 Microbotryomycetes	 Sporidiobolales	 Sporidiobolaceae	 Rhodosporidiobolus	 Rhodosporidiobolus_colostri
4d1bfc191e498f01f4d9887b6bf5f341	Fungi	 Ascomycota	 Sordariomycetes	 Coniochaetales	 Coniochaetaceae	 Coniochaeta	 Coniochaeta_sp
47b9c3f48796e466556920b78a0f8ce8	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Tylosporaceae	 Amphinema	 Amphinema_sp
757e1b62c9d90b0f042c354760932cc1	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
bb35f4181153340fce2789b82eb218ae	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae	 Phialocephala	 Phialocephala_helvetica
bf0a2ce9747ae07c7499f09c4757e883	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
d4867f48494afe644dcc1357bbe15db0	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Helotiales_gen_Incertae_sedis	 Helotiales_sp
2686f8f9034b5ae2deed699d3c730642	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Cystodendron	 Cystodendron_dryophilum
986051668543eaf1cc4a769dae14297a	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Meliniomyces	 Meliniomyces_sp
279f32fd7adceb10a4dd880f95e8c2c9	Fungi	 Ascomycota	 Leotiomycetes	 Leotiomycetes_ord_Incertae_sedis	 Leotiomycetes_fam_Incertae_sedis	 Leotiomycetes_gen_Incertae_sedis	 Leotiomycetes_sp
b71efc3c74f1e72e06621a1cd8b37675	Fungi	 Ascomycota	 Sordariomycetes	 Chaetosphaeriales	 Chaetosphaeriaceae	 Chaetosphaeria	 Chaetosphaeria_sp
d0c317610f930cfe8bdbe3e34a3a6ef9	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae		
afc8924e84d6dcbdfe9f540745c06d38	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Cantharellales_fam_Incertae_sedis	 Cantharellales_gen_Incertae_sedis	 Cantharellales_sp
783976572c546abfd787cd182e9f6af1	Fungi	 Basidiomycota	 Agaricomycetes	 Hymenochaetales	 Hymenochaetales_fam_Incertae_sedis	 Hymenochaetales_gen_Incertae_sedis	 Hymenochaetales_sp
9f5b1badbf2737ad454a7e0fd2e1485d	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Helotiales_gen_Incertae_sedis	 Helotiales_sp
bae9e61a11028a6e1cf541caf503e440	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Helotiales_gen_Incertae_sedis	 Helotiales_sp
4ba67633def8ba37797b31f58ccad552	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Atheliales_fam_Incertae_sedis	 Atheliales_gen_Incertae_sedis	 Atheliales_sp
1aa9a13e2d0f4991537fd7a352706b26	Fungi	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	 Umbelopsis_sp
887dc8ac598476da827ecbae14e01232	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Hydnaceae	 Clavulina	
181e7327a62e6602051417fd57797a67	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
d01cebe23ec71f40ddb82b3a1d5216d1	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Serendipitaceae	 Serendipita	 Serendipita_sp
4b05b7192aa0708a30cb7a92eef0da83	Fungi	 Ascomycota	 Leotiomycetes	 Rhytismatales	 Rhytismataceae		
87a02db1ba66d1d9fce4ebe0f9a85e9d	Fungi	 Ascomycota					
3ba504a9d14ef741fd4e3594928c80b7	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Lentitheciaceae	 Lentitheciaceae_gen_Incertae_sedis	 Lentitheciaceae_sp
0ce1b7350cfe44a2d0bba183db1d8ec4	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
995a3f8792586adc1ccca492f7b19a98	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanoromycetes_ord_Incertae_sedis	 Micropeltidaceae	 Micropeltidaceae_gen_Incertae_sedis	 Micropeltidaceae_sp
079e7504e18bd2998985084cc3d92270	Fungi	 Ascomycota	 Dothideomycetes	 Pleosporales	 Didymosphaeriaceae	 Pseudopithomyces	 Pseudopithomyces_rosae
8688f3181642f600f0f3c5fc99dcefe3	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Myxotrichaceae	 Oidiodendron	 Oidiodendron_sp
ff56c693663550208f4de956d139240d	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
b25b63dca3af1f9ba0a6ac0fec2e12e3	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Helotiales_gen_Incertae_sedis	 Helotiales_sp
e40021557ad3fb792e6389acc23fc4aa	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
f4b7318ecc95833c5f139cc204a615e5	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Mollisiaceae	 Phialocephala	 Phialocephala_helvetica
c0a1427bb467f6612c88af1289d6e691	Fungi	 Basidiomycota	 Microbotryomycetes				
e2eb36ed8bed22cdf6b031a29f3fc3b6	Fungi	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	 Umbelopsis_sp
2ab9f93e484233906df8f0f594cbd72e	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
bd54f1ca57ff0d2a975261b566826a15	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
ea979335930ff6f071b6d48ec35743b1	Fungi	 Ascomycota	 Pezizomycetes	 Pezizales	 Sarcosomataceae	 Pseudoplectania	 Pseudoplectania_lignicola
c05a162567f5cde9e0f8344178dc8b1e	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Clavariaceae	 Clavaria	 Clavaria_sp
bc4b203097b97e347f100b756f138dad	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
2372104602b3df9a1884836e9eae005a	Fungi	 Ascomycota	 Leotiomycetes				
aa5007aa1d0201b129439a9a38858862	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Hyaloscypha	 Hyaloscypha_sp
2c3c21af54c56167e2f83d6fc6f6608c	Fungi	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Babjeviella	 Babjeviella_inositovora
d4751279090e37261f6bf62e137f4c0f	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Hydnaceae	 Sistotrema	 Sistotrema_sp
f309b993e2a9d872c541de7c8da1476a	Fungi	 Ascomycota					
05f9c4a7048d9534414bd333cc3b34f1	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Hydnaceae	 Clavulina	 Clavulina_sp
0c95b0270b7097dbd1cd5b168dadcb9d	Fungi	 Ascomycota	 Leotiomycetes	 Leotiomycetes_ord_Incertae_sedis	 Leotiomycetes_fam_Incertae_sedis	 Leotiomycetes_gen_Incertae_sedis	 Leotiomycetes_sp
b58bd05afb3611bdb2c383829e158a18	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Leptodontidiaceae	 Leptodontidium	 Leptodontidium_sp
bc236ee0c214d951727c19915cdacd20	Fungi	 Basidiomycota	 Tremellomycetes	 Filobasidiales	 Filobasidiales_fam_Incertae_sedis	 Filobasidiales_gen_Incertae_sedis	 Filobasidiales_sp
09e8dc19f641a326dcb8e03f797b17df	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Capronia	 Capronia_sp
e05d4141121491436a9e69c0e0967c7b	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Mycenaceae	 Mycena	 Mycena_sp
cce3a70e3d37b0c499a264a18c6ccecf	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
634aeb7fc5f35eb6daafa78a76fb697f	Fungi	 Ascomycota	 Leotiomycetes	 Leotiomycetes_ord_Incertae_sedis	 Leotiomycetes_fam_Incertae_sedis	 Leotiomycetes_gen_Incertae_sedis	 Leotiomycetes_sp
eb553311e4bbb1f89117db9530470c83	Fungi	 Basidiomycota	 Agaricomycetes	 Hymenochaetales	 Hymenochaetales_fam_Incertae_sedis	 Hymenochaetales_gen_Incertae_sedis	 Hymenochaetales_sp
62844897940e1c795f7659250aa7e579	Fungi	 Glomeromycota	 Glomeromycetes	 Glomerales	 Glomeraceae	 Glomeraceae_gen_Incertae_sedis	 Glomeraceae_sp
2d2e9ed41b304cc35384508701534773	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
2964de50de05f71289163bc9d4a6ad07	Fungi	 Ascomycota	 Leotiomycetes	 Rhytismatales	 Rhytismataceae	 Lophodermium	 Lophodermium_piceae
3500cee429a4d3a328938f917c1d7b18	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Myxotrichaceae	 Oidiodendron	 Oidiodendron_sp
4b17044749f624b4a4dc64cd9bea6039	Fungi	 Basidiomycota	 Agaricomycetes	 Thelephorales	 Thelephoraceae	 Tomentella	 Tomentella_sp
602c27994c5086e63e296d99c0f1d262	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
8346e2d19c510abd27ced9aa7bac9713	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
ae0c4d14dab96395efeb2201b006289c	Fungi	 Mucoromycota	 Endogonomycetes	 Endogonales	 Endogonaceae	 Endogone	 Endogone_sp
75fb7c2c7a50f2466990b6b566f4b933	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Claussenomyces	 Claussenomyces_sp
0d41ec61f1ae69350e960b9b13274e53	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Helotiales_gen_Incertae_sedis	 Helotiales_sp
590cb9635ae63c8e1e4ddc131967619e	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Lecanoraceae	 Lecanora	
24f3e1b400e942b5080bc93cd46a4e3b	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Bryoglossum	 Bryoglossum_gracile
b0551ff76de22a288c23c91b91e7393d	Fungi	 Basidiomycota	 Agaricomycetes	 Auriculariales			
bb1b2b608df4704e59c138c13102f006	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
f87c2c92e12758c32d4abac01c5dff71	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Trimorphomycetaceae	 Saitozyma	 Saitozyma_sp
7d68f743bb4236b6059ff7e3eb40f5b9	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Trimorphomycetaceae	 Saitozyma	 Saitozyma_sp
26ca8a3c8cc63271711d8e18915ca251	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Tremellales_fam_Incertae_sedis	 Tremellales_gen_Incertae_sedis	 Tremellales_sp
5f3caf3ed614ef8c783c93ab412c8404	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Entolomataceae	 Entoloma	 Entoloma_sp
6809b93b03871fa9a41ab988cee1b862	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
0d0c5a2e38463edb9c176dcd0f2d3096	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae		
8a88223b7434a8504f1737c1793ac0f1	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierellaceae_gen_Incertae_sedis	 Mortierellaceae_sp
08397fa74e51a02214f85325a187bcc6	Fungi	 Ascomycota	 Lecanoromycetes	 Lecanorales	 Micareaceae	 Micarea	 Micarea_sp
95d9bb5983a3d2a1ed4133df1dbdb3ee	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Hyaloscyphaceae	 Hyaloscyphaceae_gen_Incertae_sedis	 Hyaloscyphaceae_sp
968c3d1e8e52c0326811b93ab4567b52	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Tylosporaceae	 Tylospora	 Tylospora_sp
74c220b93644048dbd36fabac7b4407e	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Tympanidaceae	 Tympanidaceae_gen_Incertae_sedis	 Tympanidaceae_sp
5ff7849f3ea9332920037ebb20ca61e2	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricomycetes_ord_Incertae_sedis	 Agaricomycetes_fam_Incertae_sedis	 Agaricomycetes_gen_Incertae_sedis	 Agaricomycetes_sp
fccf95dc2e5bff1e06740e5a48d74529	Fungi	 Basidiomycota	 Agaricomycetes	 Thelephorales	 Thelephoraceae	 Tomentella	 Tomentella_sp
47eefac4a98c2e9734a372ed76140d81	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Talaromyces	
8df87f1cea292cd20ff13d3c8bc73b53	Fungi	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	 Umbelopsis_sp
be0609ea85b83d28435ad149203faf53	Fungi	 Basidiomycota	 Agaricomycetes	 Sebacinales	 Serendipitaceae	 Serendipita	 Serendipita_sp
6a21ec30d7f2202979912acad37ecfcc	Fungi	 Rozellomycota	 Rozellomycotina_cls_Incertae_sedis	 GS12	 GS12_fam_Incertae_sedis	 GS12_gen_Incertae_sedis	 GS12_sp
e08d3bc13153a46779667127d58b0b0f	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
34c07670d1857414ae131679d79b9d1e	Fungi	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Tulasnellaceae	 Tulasnellaceae_gen_Incertae_sedis	 Tulasnellaceae_sp
b04b66bf928154958d4e01c620123680	Fungi	 Ascomycota	 Sordariomycetes	 Coniochaetales	 Coniochaetaceae	 Coniochaeta	 Coniochaeta_sp
2282688b08f885f9d60ecb300c82fcde	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Phaeotremellaceae	 Phaeotremella	 Phaeotremella_sp
7c4588b00df3aea199f3ca6f196700c7	Fungi	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Eurotiales_fam_Incertae_sedis	 Eurotiales_gen_Incertae_sedis	 Eurotiales_sp
be547ab83eab1c61c2027937a2b9719e	Fungi	 Basidiomycota	 Agaricomycetes	 Russulales	 Russulaceae	 Russula	 Russula_parapallens
f94ac950b30f03dfecdcf794b81e8c67	Fungi	 Basidiomycota	 Microbotryomycetes				
af558c6363b78ddd670f783f61cc5fda	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
dd37439fbe2e1d4364c32740b8c844bc	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Gorgoniceps	 Gorgoniceps_sp
faa5e0cd5e45a2b35c8fb188e010c2e9	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Chaetothyriales_fam_Incertae_sedis	 Chaetothyriales_gen_Incertae_sedis	 Chaetothyriales_sp
eff0b0467de1f646750c5afa137aff0c	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiales_fam_Incertae_sedis	 Chalara	 Chalara_sp
7115b4f561e566ce298cd13397ae60e3	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Gryganskiella	 Gryganskiella_cystojenkinii
067b04139994699e1d4924c16969cce2	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
139883e05fb23130f7e539e27f269be5	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Pilodermataceae	 Piloderma	 Piloderma_sp
ed10f25ddc85178371ecc6f8d69ccb07	Fungi	 Zoopagomycota	 Zoopagomycetes	 Zoopagales	 Zoopagales_fam_Incertae_sedis	 Zoopagales_gen_Incertae_sedis	 Zoopagales_sp
6b3a11b55e50e0e808e5d968e64481f9	Fungi	 Fungi_phy_Incertae_sedis	 Fungi_cls_Incertae_sedis	 Fungi_ord_Incertae_sedis	 Fungi_fam_Incertae_sedis	 Fungi_gen_Incertae_sedis	 Fungi_sp
88d2814a2413a62279f9cbed18e24389	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
e9ad6ee02e60d4b1ac3c569bb856194f	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Thaxterogaster	 Thaxterogaster_comarostaphylidis
7d6e10ad059321aeda426393e3c13043	Fungi	 Ascomycota	 Ascomycota_cls_Incertae_sedis	 Ascomycota_ord_Incertae_sedis	 Ascomycota_fam_Incertae_sedis	 Ascomycota_gen_Incertae_sedis	 Ascomycota_sp
dcae66faef25e083d8fa606526637226	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Cladophialophora	 Cladophialophora_sp
cd28babebf3f6d1ebc30fdf4d4071cdd	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	
96a049be3eb12acef6f71cd6c9ab36c6	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cyphellaceae	 Rectipilus	 Rectipilus_sp
aaa89ba775ec851770f9f24b3b1a69b8	Fungi	 Basidiomycota	 Microbotryomycetes	 Sporidiobolales	 Sporidiobolaceae	 Rhodotorula	 Rhodotorula_mucilaginosa
16b92952bacd35ca29bbde4402b86ecc	Fungi	 Basidiomycota	 Spiculogloeomycetes	 Spiculogloeomycetes_ord_Incertae_sedis	 Spiculogloeomycetes_fam_Incertae_sedis	 Spiculogloeomycetes_gen_Incertae_sedis	 Spiculogloeomycetes_sp
ea22415c19c7eed365651cb71ebfb9e3	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Clavariaceae	 Ramariopsis	 Ramariopsis_sp
d4a3d03aa4fb7de5472ca458597f91d8	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Pilodermataceae	 Piloderma	 Piloderma_sp
13bae364692d0aa3fe24a2a314548d82	Fungi	 Mortierellomycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Mortierella	 Mortierella_sp
c85c25f4996892b306cc6b6486dca351	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Tricholomataceae	 Cantharellula	 Cantharellula_umbonata
3c614c50d532a044f1b7feff5ec0f7bb	Fungi	 Basidiomycota	 Agaricomycetes	 Thelephorales	 Thelephoraceae	 Thelephora	 Thelephora_terrestris
749f08672e23f8f4288a771eb05c15bb	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Phaeotremellaceae	 Phaeotremella	 Phaeotremella_sp
3f3c155db891ee28e8a129473fe57505	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales			
d081fa814cd882a70a4506388d07f65b	Fungi	 Ascomycota	 Geoglossomycetes	 Geoglossales	 Geoglossaceae	 Sarcoleotia	 Sarcoleotia_sp
aa4509b538cf45ac999e2678ba7aa632	Fungi	 Ascomycota	 Leotiomycetes	 Helotiales	 Helotiaceae	 Articulospora	 Articulospora_sp
f78be40bc432a4e09ace0c2568db00ea	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
b00ebbc964f9dd57da9df4c74c10c861	Fungi	 Basidiomycota	 Microbotryomycetes	 Leucosporidiales	 Leucosporidiaceae	 Leucosporidium	 Leucosporidium_sp
72825d99e7cc4d0b2a59525510729bb6	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Mycenaceae	 Mycena	 Mycena_sp
40c2a954310bd83dcc45dd06a95c1e04	Fungi	 Ascomycota	 Leotiomycetes	 Leotiomycetes_ord_Incertae_sedis	 Leotiomycetes_fam_Incertae_sedis	 Leotiomycetes_gen_Incertae_sedis	 Leotiomycetes_sp
22cdff74770fc9c89e0d76a9d156d639	Fungi	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Chaetothyriales_fam_Incertae_sedis	 Chaetothyriales_gen_Incertae_sedis	 Chaetothyriales_sp
89da3cf8c4608b7beef76e3b06ae5c3e	Fungi	 Basidiomycota	 Agaricomycetes	 Agaricales	 Hymenogastraceae	 Hebeloma	
ebac7e68fd829bdf6ab59a6fe2ac6cbc	Fungi	 Rozellomycota	 Rozellomycotina_cls_Incertae_sedis	 Branch01	 Branch01_fam_Incertae_sedis	 Branch01_gen_Incertae_sedis	 Branch01_sp
50e39b8201e082501d48cd8ca47673d8	Fungi	 Basidiomycota	 Agaricomycetes	 Atheliales	 Tylosporaceae	 Tylospora	 Tylospora_sp
5e6a30a131c493b397c9c8d2f5a9564e	Fungi	 Ascomycota	 Dothideomycetes	 Capnodiales	 Capnodiaceae		
a04f21becbc92691f6c876dd40cc76db	Fungi	 Ascomycota	 Archaeorhizomycetes	 Archaeorhizomycetales	 Archaeorhizomycetaceae	 Archaeorhizomyces	 Archaeorhizomyces_sp
7197a9d8d8aad03e2ddc06c49aacc34c	Fungi	 Basidiomycota	 Tremellomycetes	 Tremellales	 Tremellales_fam_Incertae_sedis	 Tremellales_gen_Incertae_sedis	 Tremellales_sp
3761c6400681b1869f1fa930d0b71630	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
a37cb86b31c07cd2e487cb8ab194206c	Fungi	 Rozellomycota	 Rozellomycota_cls_Incertae_sedis	 Rozellomycota_ord_Incertae_sedis	 Rozellomycota_fam_Incertae_sedis	 Rozellomycota_gen_Incertae_sedis	 Rozellomycota_sp
d57e8b81bf3e46dfea6ca2d18ced8d9d	Fungi	 Ascomycota	 Sordariomycetes	 Coniochaetales	 Coniochaetaceae	 Coniochaeta	 Coniochaeta_vineae
